Unnamed: 0,text,labels
1929,sinema hii si kamilifu kabisa lakini titta di girolamo atakaa nawe kwa muda mrefu baada ya kuona sinema,positive
1930,napiga hesabu ya sinema hii,positive
1931,sijui kama hii ilikuwa kilio steevez estez mara ya kwanza bali ni mara ya kwanza ya kuandika mchezo wa kuigiza na maendeleo ya wahusika pamoja na kazi ya kamera ya werevu inayozunguka mhusika estevez kwa kutumia macho ya asili,positive
1932,lile wazo kati ya martin na camiio lina kemikali za ajabu zilezile tulizokuwa nazo katika barabara ya ukutani yenye marin na karlie,positive
1933,mizinga ya kathy ni ya ajabu katika herufi zake zenye kukata tamaa kwa hila na upigaji picha wake ni tofauti katika tabia yake wakati anapocheza katika nyanja za bwana mkubwa,positive
1934,kwa wasomaji ambao tayari wameona moja ya filamu za iyazaris bado yuko katika hali ya juu na kufanya ono jingine lifaalo,positive
1935,haibugui kamwe wahusika wote kuwa na mioyo mizuri ya kweli na matatizo yenye kuaminika,positive
1936,wahusika wakuu wawili huenda wakawa wawili kati ya watoto wenye kuaminika zaidi ambao nimepata kuona kwenye kiwambo,positive
1937,ni rahisi sana kuwapenda lakini ni rahisi hata zaidi kuwatambua,positive
1938,sinema hii ni nzuri hasa ikiwa unafurahia sanaa za kuona,positive
1939,mandhari ambayo binti hao wawili wanachora na kupiga picha ni maridadi,positive
1940,hadithi pia ni yenye kuchekesha na pia yenye kugusa hisia nyakati nyingine,positive
1941,watu wanaopenda filamu za european na filamu za sanaa wataipenda filamu hii,positive
1942,kwa kweli hii ni sinema ya sanaa yenye sanaa nyingi ndani yayo,positive
1943,jambazi,positive
1944,hata hivyo baada ya kuitazama filamu hii iling amua kwamba si mimi tu aliyekuwa na akili iliyofunga akili ya mng ao wake unaomwonyesha mimi pia nimejikuta nikiitazama tena na tena,positive
1945,sinema moja ambayo haiachi kamwe kunipendeza ni kwa sababu hiyo hunifanya niwe chonjo na kujaribu kuelewa maana ya sinema hiyo,positive
1946,watukufu wema,positive
1947,lakini ikiwa ulipenda sinema kama herufi ya msingi na bora zaidi lakini mfuatio wazo lao ni kwamba utathamini lile ono lenye kuchochea akili ambalo sinema hii itakupa,positive
1948,hebu wazia filamu hiyo ikiwa kama ndoto,positive
1949,ni maridadi tu,positive
1950,rikman na stowe wanaigiza majukumu yao kwa waandishi wa vitabu katika simulizi hili la mwandishi wa vitabu ambaye labda ameandika trakti ya uchochezi,positive
1951,usiku wa rave ukivutia kwa kasi sana na kwa usahihi kabisa,positive
1952,linatoa picha nzuri lakini yenye uzito wa hali ya juu na ya chini ya wahusika maisha,positive
1953,jambo lolote lile uepukalo ling o kuwa kinyume cha yote yaliyo mema juu ya magari ya kibinadamu,negative
1954,ni vibaya sana kwamba kila mtu aliyehusika hakushiriki kiwango cha ujitoaji wa thamani kwa ajili ya kama wangekula filamu bora zaidi mikononi mwetu kuliko picha hii iliyoharibika kabisa,negative
1955,mwanzoni sinema ilionekana kuwa ya polepole,negative
1956,lakini alichukua mwendo na kufikia hatua ya kwanza,positive
1957,ilionyesha hasa jinsi serikali na mwanasayansi walivyotetea jamii ya binadamu na sababu za kifaa hicho,positive
1958,mimi niliifurahia,positive
1959,nimependekeza marafiki wafanye hivyo,positive
1960,nilivutiwa hasa na uwezo wa dwight schultz,positive
1961,waigizaji wote wawili wanaelewa kikweli na kuwa mhusika wao hasa wanapotoa onyesho la moyo mweupe lenye kusadikisha,positive
1962,viungo vyao kuhusu kemia ya kuhifadhi ambayo ni muhimu kwa filamu nzima ni halisi,positive
1963,mazungumzo ya sinema ni halisi kwa maisha,positive
1964,bila shaka mwandishi gorman alifanya kazi yake ya shule ya kufanyia nyumbani kwa sababu marejezo yote ni viwanda na tabia zifaazo,positive
1965,chombo cha sauti cha ajabu kwa kweli hunasa kiini cha sinema,positive
1966,kila mstari unaamuru watu wavutiwe na mandhari na wahusika,positive
1967,bila shaka ni vizuri kuona sinema yenye kuchochea fikira inayokufanya utilie shaka upweke wako,positive
1968,picha ya karibuni zaidi na ya nane kwa ajili ya studio ya ghibili gake opoyo ponyo kwenye mwamba wa bahari ni yenye kupendeza na ya kuwaziwa tu,positive
1969,wakati ambapo inaonekana kana kwamba katuni za filamu zimemilikiwa sana na picha za kepixars cgi ni zenye kuburudisha na kufariji kujua kwamba iyazaki bado inategemea katuni za kitamaduni za kuvuta mkono ili kueleza hadithi zake zenye kuvutia na kupendeza,positive
1970,haiwezi kusemwa juu ya katuni yenye kutokeza katika filamu hii,positive
1971,mtindo wa sanaa una sura ya michoro ya rangi mbalimbali na ni maridadi ajabu na yenye kupendeza,positive
1972,ukitenda katika sinema kama hiyo unapaswa kufurahi kwamba utapeperuka kutoka duniani kwa kadiri iwezekanavyo,negative
1973,hii yataka kupiga mawimbi kwenye wimbi dogo la sinema za angani katika mwaka wa zikiathiriwa sana na aroddon na hili linashindwa kila mahali,negative
1974,ikiwa umesongwa na matapiko yako mwenyewe mwishoni mwa drama yote ya bei rahisi na maongezi yasiyo na thamani ni lazima uwe ulichoshwa na kifo kwa kupoteza wakati,negative
1975,na bado ni chombo kikubwa sana cha baharini kinachotolewa na baridi kali,positive
1976,hebu fikiria hadithi bora inayofanyika kwa nguvu na kwa kuangalia filamu hiyo kama nyongeza za nyongeza,positive
1977,badala ya hivyo tulipigwa na butaa juu ya mtoto mchanga aliyeharibika vibaya,negative
1978,kisha nikaitazama tena siku mbili za jua zilizopita wakati wa matembezi ya miaka na nikaanza kuifurahia sana na wakati huu mimi nikatwaa kila kitu,positive
1979,ni filamu nzuri sana na inafanywa,positive
1980,nuru ya judith ni moja ya waigizaji wa kike ninaowapenda sana na ninafikiri anafanya kazi nzuri sana katika filamu hii,positive
1981,na ushike mwendo wa katikati,positive
1982,ni sinema yenye kuhuzunisha lakini nzuri sana,positive
1983,ikiwa hujawahi kuiona sinema hii ni wazi kwamba inaipendekeza,positive
1984,yeye ni mwenye kupendeza kama kawaida kwa mkaa huu,positive
1985,ambayo bado ni yenye kupendeza na yenye kutumbuiza ili kufuata,positive
1986,wapendekezee kwa uhakika,positive
1987,sinema hii imetayarishwa vizuri kwa hadithi na drama na inipendezayo sana,positive
1988,ilikuwa ni vurugu kuona ufumaji wa kufuma nguo za kushindilia nguo za watu wa jinsia moja ukitumia nyumba za wateja wake kwa ajili ya miadi yake pamoja na darren tomlander mwenye kuwaka moto,positive
1989,hata ingawa njama hiyo ilitiririka kwa utaratibu na mandhari zenye kupendeza za kiume zilikuwa hoti,positive
1990,mfuatano wa kwanza wa kito hiki ni maarufu na michezo ya panya ya paka ambayo hufuata ni yenye kupendeza sana,positive
1991,mashabiki wa mitindo hiyo watakuwa mbinguni,positive
1992,ng ombe alikuwa amekuwa mwigizaji mkuu,positive
1993,lilionekana kama hadithi nzuri ajabu,positive
1994,sikwenda nje kamwe kutoka kwenye sinema haraka haraka,negative
1995,nilichoshwa tu kutazama ndege aina ya jassice vangue akivua nguo zake,negative
1996,kwa kusikitisha wema wowote wa adili katika kazi hii ya kutengeneza filamu ulipotea katika hati yenye kusikitisha,negative
1997,kwa hakika hii ni kauli iliyo letwa na mjumbe mwenye hishima,negative
1998,ni mbaya sana,negative
1999,yote hayo yakiwatukana watu wenye akili na kupoteza pesa kwa kiasi kikubwa,negative
2000,ninapenda eneo hili,positive
2001,tabaka la juu si zuri,negative
2002,si tamu na muundo ulikuwa wenye kuchukiza tu,negative
2003,imekoma wakati wa mwisho wa benki huenda ikakosa fursa ya kutoa pendekezo la kortini na kulipenda sana,positive
2004,uteuzi kwenye orodha ulikuwa mkubwa na pia bei zilikuwa nyingi,positive
2005,sasa ninakasirika na ninataka davin pho,negative
2006,honeslty haikuwa na ladha nzuri kama hiyo,negative
2007,viazi vilikuwa kama mpira na ungeweza kujua kwamba vilitengenezwa kabla ya wakati kuwekwa chini ya joto,negative
2008,ri zilikuwa nyingi pia,positive
2009,kipimo kikubwa,positive
2010,utumishi ulikuwa wa haraka,positive
2011,hangerudi,negative
2012,keshia hakuwa na uangalifu wowote ule ambao nililazimika kusema bado ulikuwa umepitwa na wakati,negative
2013,ilijaribu kuku aina ya ravoli pamoja na cranberrymm,positive
2014,niliudhika kwa sababu nilikuwa na hakika kwamba huo ulikuwa nywele za kibinadamu,negative
2015,nilipigwa na butwaa kwa sababu hakuna ishara zinazoonyesha pesa taslimu tu,negative
2016,inapendekezwa sana,positive
2017,mhudumu wa kike alikuwa wa polepole katika utumishi,negative
2018,eneo hili halistahili wakati wako ila tu vegas,negative
2019,hakupenda hata kidogo,negative
2020,kla,negative
2021,chakula cha ajabu,positive
2022,utumishi pia ni wenye kuvutia,positive
2023,si maridadi sana kwa sababu sehemu ya ndani ya nyumba ni maridadi sana,positive
2024,na hivyo ndivyo watendavyo,positive
2025,kwamba keki nyekundu ya mahameli ni nzuri sana,positive
2026,hawakuleta kamwe saladi tuliyoomba,negative
2027,shimo hili ukutani lina taco na wafanyakazi wengi wenye urafiki wa mitaani,positive
2028,ilichukua muda wa saa moja kupata chakula chetu mezani tu kwenye mkahawa chakula changu kilikuwa luuke kikiwasha kikatio chetu kilikuwa kikizunguka zunguka kama alivyolemewa kabisa,negative
2029,jambo baya zaidi lilikuwa sashimi ya salmoni,negative
2030,pia kuna vichana kama makari na bia kwa ajili ya ambavyo ni vya hali ya juu,positive
2031,kama kwamba ndicho hichi,negative
2032,ilipata mahali hapa kwa aksidenti na isingeweza kuwa na furaha zaidi,positive
2033,inaonekana ni kama mahali pazuri pa kula chakula cha pub ambacho watu wanakizoea lakini ujipatie kibali na kutafuta mahali pengine,negative
2034,kwa ujumla mimi hupenda mahali hapa sana,positive
2035,ubora wa pekee wa mkahawa huo ulikuwa kwamba haukuwa ghali sana,positive
2036,kiasi cha kutosha na bei nafuu,positive
2037,utumishi mbaya wa mhudumu huyo ulinifanya nihisi kama mimi ni mjinga kila wakati alipokuja mezani,negative
2038,nilifurahia sana kutembelea hiro kwa mara ya kwanza,positive
2039,huduma hunyonya,negative
2040,uduvi huyo ni laini na mwenye unyevu,positive
2041,hakuna kitu kizuri cha kutosha ambacho kingenivuta ndani ya jengo hilo tena,negative
2042,ni vigumu kuamua ikiwa pande hizo zilikuwa nzuri kwa sababu tulikuwa tumeng olewa na styrofoam na hatukutaka kuzila kwa sababu ya kuogopa kuwa wagonjwa,negative
2043,kwa mtazamo chanya mtumishi wetu alikuwa makini sana na aliandaa utumishi mkubwa,positive
2044,michuzi iliyoganda ya kuchukizwa na baadhi ya watu wabaya zaidi walioorodheshwa,negative
2045,kitu pekee nilichofanya ni ile sehemu kuu ya ubavu na kitindamlo,positive
2046,chakula hicho ni kibaya sana,negative
2047,mchomaji ni nyama nzuri ya ng ombe iliyopikwa vizuri kabisa,positive
2048,na mkiwa na janaba basi ogeni,positive
2049,saladi ya upande wangu ya kreek iliyokuwa na nguo ya kreek ilikuwa tamu sana na ile ya cana na mbomu ilikuwa yenye kuburudisha sana,positive
2050,tulimwamuru bata huyo asiyepatikana kwa urahisi na alikuwa na rangi ya waridi na wororo upande wa ndani akiwa na buruji nzuri nje,positive
2051,alikuja mbio nyuma yetu alipong amua kwamba mume wangu alikuwa ameacha miwani yake ya jua mezani,positive
2052,na matandiko mazuri mno ya kupumzikia,positive
2053,wao huwa na mitazamo mibaya kuelekea wateja na kuzungumza na kila mmoja wao wakati wateja hawafurahii chakula chao,negative
2054,sehemu ilikuwa kubwa,positive
2055,alipenda vyakula vizuri na vyenye ladha nzuri sana,positive
2056,mshtuko wa moyo uliochomwa mjini vegas ni kisababu kilicho bapa kabisa kwa ajili ya mkahawa,negative
2057,si chakula kingi cha baharini na kama nyuzi za tambi chini,negative
2058,saladi hiyo ilikuwa na kiasi kinachofaa cha mchuzi usioweza kustahimili nguvu za calpop ambayo ilipikwa vizuri,positive
2059,ndizi iliyopasuliwa haikung olewa tu bali ilikuwa imeng arishwa na isiyo na ladha,negative
2060,angalau fikiria kujaza maji yangu tena kabla ya kung ang ana kukupungia mkono kwa dakika,negative
2061,na nyota zikazimwa,positive
2062,vijia hivyo vyote vimetengenezwa kwa mikono na ni vitamu,positive
2063,ni wazi kwamba tunarudi hapa tena,positive
2064,tunafurahi sana kwamba tulipata mahali hapa,positive
2065,chakula kikubwa na utumishi wa sehemu kubwa kubwa nao hujinyima mambo ya kijeshi,positive
2066,sikuzote ni pindi yenye kufurahisha sana kwenye ringo,positive
2067,habari zilianza kuchapishwa tena kwa mara ya pili na bado ilistaajabisha,positive
2068,tulipata chakula na yaonekana hawajawahi kusikia juu ya chumvi na mchanganyiko wa samaki huyo ulikuwa umetafunwa,negative
2069,njia kubwa ya kumaliza,positive
2070,mapatano hayo yalitia ndani kuonja ladha na vinywaji na jiff vilivyoongezwa juu na zaidi ya tulivyotarajia,positive
2071,kwa kweli mchele mzuri wakati wote,positive
2072,huduma ilikuwa meh,negative
2073,ilichukua zaidi ya min kupata shagi ya maziwa yao ambayo yalikuwa tu maziwa ya chokoleti,negative
2074,nadhani ni lazima iwe nilijua kwamba mahali hapa pangenyonya kwa sababu ni ndani ya ecalibur lakini isingeweza kutumia akili yangu ya kawaida,negative
2075,chakula cha kombe ni chenye kuchukiza sana kwa thamani pia,negative
2076,mara huduma mbaya sana za wateja,negative
2077,beri tamu zilikuwa nzuri sana na zenye kukolezwa,positive
2078,leo mara ya pili ya kukaa kwenye mikahawa yao na chakula chao cha mchana ni kizuri sana,positive
2079,kuna chakula kingi kizuri katika vegas hivi kwamba nahisi nimedanganywa kwa kupoteza fursa ya kula kwa kwenda kwenye mchele na kampuni,negative
2080,kuja hapa ni kama kuwa na uhusiano wa chini ambapo wote wawili wanasubiri yule mtu mwingine aombe kuachana,negative
2081,liliingia na mahali hapo paling aa kama mtego wa zamani wa mafuta na wengine tu waliokuwa wakila hapo,negative
2082,batamzinga na nyama ya ng ombe iliyochomwa ilikuwa bland,negative
2083,mahali hapa panayokuwa na,positive
2084,keki za tambuu kila mtu anashona ladha kama ya msiba wa sukari uliorekebishwa kwenye kaakaa la mwenye umri wa miaka sita,negative
2085,naipenda pho na mikunjo ya masika oh kwa hiyo ni lazima ujaribu,positive
2086,ule mchanganyiko mbaya kwa uwiano wa nyama ulifanya wororo wa kuku usifurahishe sana,negative
2087,ninachosema tu ni chakula kilistaajabisha,positive
2088,na bilauri zilizo pangwa,positive
2089,kila kitu kilikuwa kipya na kitamu,positive
2090,kwa muhtasari hili lilikuwa ono la ulaji lenye kukatisha tamaa sana,negative
2091,kwa kweli ni kama karamu ya kimapenzi kinywani mwako ambapo unachezea kimapenzi mtu aliye na joto jingi zaidi kwenye karamu,positive
2092,haijawahi kamwe kuwa kwenye jumba gumu la kamari la roki kabla ya hapo halitaweza kusonga mbele tena kamwe ndani yalo,negative
2093,vinywaji bora vya kiamsha kinywa,positive
2094,mweleze mama yako kwa kidole gumba,negative
2095,hawarudi tena kamwe,negative
2096,huyo maskani yake yatakuwa moto wa hawiya,positive
2097,chakula kiliwasili upesi,positive
2098,halikuwa jambo jema,negative
2099,upande wa juu wa mkahawa wao huandaa chakula kizuri kwelikweli,positive
2100,mfanyakazi wetu alikuwa mzuri sana na alipogundua kwamba mke anapenda kitunguu saumu kilichochomwa na uboho wa mifupa aliongezea chakula chetu na uboho mwingine,positive
2101,jambo zuri pekee ni kwamba mhudumu wetu alikuwa mwenye kusaidia sana na alihakikisha kwamba kloddy miys anakuja,positive
2102,kura bora zaidi mjini kwa bei ambayo huwezi kuipiga,positive
2103,niliwapenda kome waliopikwa katika upunguzaji wa divai wa bata hao na vyakula vyao vya kiazi vilikuwa vitamu,positive
2104,hii ni moja ya mishoga bora zaidi ambayo mimi nimekuwa nayo,positive
2105,kwa hiyo tukaenda kwa simbamarara na kuwa na alasiri nzuri,positive
2106,chakula chetu kilikuwa kitamu na chenye kupendeza na chenye kupendeza,positive
2107,muziki unapendeza sana na muziki unachezwa,positive
2108,huyo maskani yake yatakuwa moto wa hawiya,positive
2109,yawaje basi itakapo fika roho kwenye koo,positive
2110,wapendaji wa kweli wa sushi huacha tunda la yama liwe lenye kufuatia haki si zuri hivyo,negative
2111,angalau watu walipitisha utaratibu kati yetu na chakula kikiwasili na ikajulikana kwamba kilikuwa na shughuli nyingi,negative
2112,hiki ni mkahawa mzuri sana wa thai ambao kwa hakika unastahili kutembelewa,positive
2113,viungo vizuri vyenye ladha nzuri na vyenye wororo,positive
2114,bei nzuri,positive
2115,lichunguze kutoka nje,positive
2116,lilikuwa jambo zito sana,negative
2117,alive alikuwa na mazingira bora zaidi,negative
2118,namna ya ugumu wa kuharibu nyama lakini walifanya hivyo,negative
2119,ingawa nilipendezwa sana na sura na sauti ya mahali hapa ono halisi lilikuwa lenye kuvunja moyo kidogo,negative
2120,sijui jinsi sehemu hii ilivyoweza kuandaa chakula kitamu zaidi ambacho nimepata kula wanapopika chakula cha kienyeji,negative
2121,kituo kibaya zaidi kwa buti lakini hicho si cha mahangaiko yao,negative
2122,utumishi ulikuwa mzuri na mhudumu wa hoteli alikuwa mwenye urafiki,positive
2123,wale jamaa wote walikuwa na nyama na mwana wetu mwenye upendo ambaye amekula nyama mahali palipo bora zaidi na penye ubaya zaidi aliposema kwamba hiyo ndiyo nyama bora zaidi aliyowahi kula,positive
2124,tulifikiri kwamba ni lazima ujasiri zaidi ili kupata sushi nzuri lakini mahali hapa pavutwe kwa kweli usiku huo,positive
2125,wafanyakazi wa kituo hicho hawakuwa na maneno mazuri,negative
2126,bland hapendi mahali hapa kwa sababu kadhaa na sitaki kupoteza wakati kwa sababu mbaya kuipitia vibaya kwa sababu hiyo,negative
2127,huduma kubwa sana za chakula na uhamaji,positive
2128,kurejea kwa ink,negative
2129,bila shaka kuna faida kubwa kutoka kwenye nguo hiyo kwa ajili ya tumbo la nguruwe watakaporudi tena ndani ya vegas,positive
2130,mahali hapa pana uwezekano mkubwa wa chakula kilichokuzwa kupita kiasi,negative
2131,pelne vodka ni bora kabisa,positive
2132,wana chakula kizuri kinachotia ndani mkate mkubwa wa kuku uliofunikwa kwa nyama ya ng ombe,positive
2133,kusimamia ni utovu wa adabu,negative
2134,vifurushi vitamu vya jibini aina ya nnyc vinachagua vyakula bora vya jibini halisi pamoja na kapeta hata,positive
2135,kwa kweli reli kubwa ya chini ya ardhi ni nzuri sana ujapo hapa kila njia nyingine ya chini ya ardhi haitatimiza matarajio yako,positive
2136,nilikuwa na kifungua kinywa kigumu sana hapa,positive
2137,hii ni moja ya hoteli bora zaidi zenye vyakula katika vegas,positive
2138,alikuwa mfidhuli sana na kwa kweli kuna mikahawa mingine mingi na angependa kula wakati wa mwisho juma katika vegas,negative
2139,kinywaji changu hakikuwa tupu kamwe na alitoa madokezo makubwa sana ya orodha ya vyakula,positive
2140,usifanye hivyo,negative
2141,jopo lenye kusaidia au lenye urafiki na mara nyingi halikutuchunguza,negative
2142,mume wangu na mimi tulikula chakula cha mchana hapa na tulikatishwa tamaa sana na chakula na utumishi,negative
2143,na bizari nyekundu ilikuwa na machipukizi mengi sana ya mianzi na ilikuwa tamu sana kwangu,negative
2144,sehemu nzuri ya moz juu lakini mimi nahisi kama hili lilifanywa ili kufunika chakula kidogo kilichotengwa,positive
2145,vyoo huwa safi na sehemu yenyewe imepambwa vizuri,positive
2146,orodha ya vyakula inabadili ubora wa chakula nyakati zote ni ya polepole sana,negative
2147,huduma ilikuwa ya polepole kwa sababu iliandaliwa na wahudumiaji kwa hiyo chakula kilikuwa kinakuja kwa mwendo wa polepole,negative
2148,nampa kidole gumba chini,negative
2149,tulimtazama mhudumu wetu akishughulikia zaidi meza nyinginezo na kutupuuza,negative
2150,fianc yangu na mimi walikuja katikati ya siku nasi tukasalimiwa na kuketi papo hapo,positive
2151,hiki ni mkahawa mkubwa kwenye ghuba ya mandalay,positive
2152,tulingoja kwa dakika arobaini bila mafanikio,negative
2153,cliosini iliyoletwa na saladi ilikuwa ya ajabu,negative
2154,nyingine zinazungumzia sifa kubwa ya kinigiri hapa,positive
2155,wafanyakazi ni wenye urafiki na kiungo ni safi sikuzote,positive
2156,huu ulikuwa mkato tofauti kuliko kipande kile kingine lakini bado ulikuwa wa ajabu na mwororo na pia ulikuwa wenye ladha nzuri,positive
2157,niliagiza kwamba huo uchawi uwepo na ilikuwa mara ya kwanza kwa id kuwa ulikuwa na historia nzuri sana tangu kuondolewa gluten miaka kadhaa iliyopita,positive
2158,mahali hapo panafaa,positive
2159,kwa kusikitisha lazima iwe tulipiga mahali pa kuokea mikate siku iliyobaki kwa sababu kila kitu tulichoagiza kilikuwa kimetoweka,negative
2160,nilikuwa nimerudi leo tangu walipohamia eneo lingine na bado sikufurahi sana,negative
2161,nilikuwa nimeketi mara moja,positive
2162,vyakula vyao ni vya aina mbalimbali na vya bei nafuu,positive
2163,epuka kabisa,negative
2164,mkahawa huwa umejaa kila wakati lakini haungoji kamwe,positive
2165,tamu,positive
2166,eneo hili liko chini ya moja ya mahali pazuri zaidi pa kula katika eneo la phoenix metro,positive
2167,basi usiende huko ikiwa unatafuta chakula kizuri,negative
2168,hamjawahi kutendewa vibaya hivyo,negative
2169,bekoni ina chumvi ya hena,positive
2170,pia tuliamuru spinachi na parachichi ziwe na huzuni na nguo yenyewe ilikuwa na ladha halisi ya sufuri,negative
2171,hivi kwa kweli ndivyo vegas nzuri ya kulia ilivyokuwa ikiuzwa kwa wanaume ambao hawakuwa na bei yoyote iliyoorodheshwa,positive
2172,wahudumu wa hoteli ni wenye urafiki sana,positive
2173,picha hiyo ya khao soi ni chakula kisichopaswa kuliwa na watu wanaopenda bizari,positive
2174,kila kitu kilicho kwenye orodha ya vyakula ni kizuri sana na pia tulifurahi kupata mahali pa kulala pa ajabu kwa ajili ya binti yetu mla mboga,positive
2175,labda niliwakamata wakati wa usiku nikihukumu kwa mapitio yale mengine lakini nisije nikachochewa kurudi nyuma,negative
2176,huduma hapa huacha mengi ya kutamaniwa,negative
2177,angahewa ni la ki siku hizi na la nyonga huku likidumisha wonyesho wa uduni,positive
2178,si ziara ya kila juma bali kwa hakika ni mahali pa kurudi kwa kila mara kwa muda,positive
2179,kihalisi tuliketi hapo kwa dakika bila yeyote kuomba amri yetu,negative
2180,mchomaji hakuwa na ladha yoyote ya nyama hiyo iliyokuwa imeng olewa kabisa na hakukuwa na ladha ya makaa,negative
2181,pia niliamua kutoirudisha kwa sababu mhudumu wetu wa kike alionekana kama alivyokuwa karibu kupatwa na mshiko wa moyo,negative
2182,nimevalia mavazi ya kutendewa kikatili hivyo,negative
2183,labda ilikuwa chafu,negative
2184,mapenzi ya mahali hapa yanapenya mahali ambapo ninataka kitu chenye afya lakini kisicho na wingi au ladha,positive
2185,faili ya barafu ya limau inayoitwa rastroberi ambayo pia ilikuwa ya ajabu,positive
2186,chakula tulichotarajia lakini kilinyonya zaidi ya vile ambavyo hatungeweza kuwazia,negative
2187,dekori yenye kupendeza,positive
2188,kile ninachopenda sana ni kile kituo cha chapati nyembamba,positive
2189,pia waliandaliwa mkate moto na siagi na nyumba zilizotengenezwa kwa viazi vikiwa na vipande vya becon juu sana vya awali na vizuri sana,positive
2190,unaweza kuwatazama wakitayarisha chakula kitamu,positive
2191,makunjo yote mawili ya mayai yalikuwa mazuri ajabu,positive
2192,agizo langu lilipofika moja ya gyros haikuwapo,negative
2193,nilikuwa na saladi yenye mabawa na aiskrimu kwa ajili ya kitindamlo na kushoto nikiwa na hisi ya kuridhika sana,positive
2194,halina uhakika kabisa jinsi mbwa mwitu mwenye joto jingi zaidi katika bonde hilo alivyochaguliwa na wasomaji wa gazeti la phoenix,negative
2195,mahali pazuri zaidi pa kwenda kwa ajili ya bakuli tamu la pho,positive
2196,muziki wa kawaida katika siku za mapigano makali,negative
2197,kwa kuwa hajawahi kutukanwa au kuhisi kwamba haheshimiwi,negative
2198,wafanyakazi wenye urafiki sana,positive
2199,ni jambo linalofaa kuendesha gari,positive
2200,na lau kuwa si neno lililo kwisha tangulia bila ya shaka inge fika adhabu hapa hapa,positive
2201,chakula kilikuwa kikubwa na vilevile serivce,positive
2202,pombe iliyo moto haikusaidia,negative
2203,sehemu kubwa iliyoinuka,positive
2204,utumishi ni wenye urafiki na wenye kuvutia,positive
2205,mandhari nzuri ya chakula cha mchana,positive
2206,aliishi hapa tangu na hii ilikuwa mara ya kwanza na ya mwisho kuingia mahali hapa,negative
2207,tukio baya zaidi kuwahi kutokea,negative
2208,hapana shaka kwamba usiku ulikuwa umefika mahali hapa,negative
2209,upande wa magharibi kuna uyoga wa manjano uliochanganywa wa yukoloni wenye rangi nyeupe,positive
2210,ikiwa mdudu huyo hakujitokeza kamwe kama angalitoa kitu cha kwa hakika lakini upande ule mwingine wa ukuta ambapo mdudu huyo alikuwa akipanda kilikuwa jikoni,negative
2211,kwa karibu dakika tulikuwa tukingojea saladi yake tulipong amua kwamba ilikuwa ikifika wakati wowote karibuni,negative
2212,rafiki yangu alipenda samaki aina ya salmoni tartar,positive
2213,kurudi nyuma,negative
2214,ni tamu sana,positive
2215,hata hivyo mhudumu wa hoteli alikuwa mzuri,positive
2216,zinazo kwenda kisha zikajificha,negative
2217,jemaican mojitos ni tamu,positive
2218,ni mdogo asiyeweza kulipa gharama yake,negative
2219,chakula ni kingi sana hivi kwamba kinafaa,positive
2220,eneo la kuoga liko nje ili uweze tu kuoga kwa maji mengi isipokuwa uwe mwangalifu kuona kila mtu akiwa uchi,negative
2221,utumishi ulikosekana kwa kiasi fulani,negative
2222,kamba mti bisque basisell huchipua risotto akichonga kila kitu kinachohitajiwa na chumvi na pilipili na bila shaka hakuna yeyote kwenye meza,negative
2223,latumaini kwamba matokeo haya huwa ni kutoka kazini na mtu fulani awezaye kupika aweza kuingia,negative
2224,ama ilikuwa baridi mno isiyo na ladha ya kutosha ama mbaya tu,negative
2225,naipenda bekoni iliyofungwa tarehe,positive
2226,hakika hii bila ya shaka ni biashara kubwa,positive
2227,wale wazazi kule oto sikuzote hutufanya tuhisi ukaribishaji na wa pekee sana,positive
2228,na madaftari yatakapo enezwa,negative
2229,hapa ndipo mahali ambapo mimi alikuwa na pho kwa mara ya kwanza na ilikuwa yenye kushangaza,positive
2230,ono hilo zuri ajabu lilifanya mahali hapa pawe mahali pa lazima wakati wowote tunapokuwa mjini tena,positive
2231,ikiwa chakula ni kibaya vya kutosha kwa ajili yenu basi furahia kushughulika na watu walevi wa kupindukia,negative
2232,mpishi mwenye furaha sana,positive
2233,aliagiza eheburger apewe kipande kimoja cha jibini kilichokuwa kikianguka picha ikiwa imepakiwa bado inanyonya,negative
2234,mahali pakubwa pa kunywa na kutazama michezo yoyote wakati kuta zifunikwapo na tav,positive
2235,na lau kama wangeli simama vipande,negative
2236,maelezo hayo yalisema mchuzi wa yum na mwingine wa mkunga na mwingine ulisema kwamba mchuzi wa mayungiyungi haukuliwa na mchuzi wowote wenye vikolezo,negative
2237,id asema kwamba huo ungekuwa uamuzi mgumu zaidi kwa unyoofu vyakula vyote ladha ya jinsi vinavyopaswa kuonja,positive
2238,ikiwa hakuwa amekunja macho yetu huenda hatukuwa na hakika kama tutarudi na kujaribu tena,negative
2239,kila mtu anazingatia sana kutoa huduma bora za wateja,positive
2240,kupoteza wakati na pesa zako kwa njia mbaya sana,negative
2241,sasa chakula hicho kilikuwa kingi sana,positive
2242,na wakati huu upande wetu wa mkahawa ulikuwa karibu tupu kwa hiyo hakukuwa na udhuru,negative
2243,jengo hilo pia lilikuwa na baridi kali sana,negative
2244,kama yule mpitiaji mwingine alivyosema ungeweza kunilipa ili nile mahali hapa tena,negative
2245,vileo vilichukua karibu dakika kutoka mahali pamoja,negative
2246,wenye kupendeza sana,positive
2247,ni afadhali kuliko ayce sushi sehemu ile nyingine nilikwenda kwenye vegas,positive
2248,mwangaza ni mweusi sana hivi kwamba unaweza kutuliza hisia,positive
